"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia"
"140224","SAINT JOSEPH HOSPITAL","2900 NORTH LAKE SHORE DRIVE","","","CHICAGO","IL","60657","COOK","7736653000","11.0","Better than U.S. National Rate","8.4","13.8","125","","7.1","Better than U.S. National Rate","5.6","9.0","421","","8.7","Better than U.S. National Rate","6.6","11.3","231","","20.3","No Different than U.S. National Rate","16.9","24.1","138","","24.5","No Different than U.S. National Rate","21.5","27.5","525","","19.5","No Different than U.S. National Rate","16.3","22.8","248",""
"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","","","ROCKFORD","IL","61104","WINNEBAGO","8159684400","13.3","No Different than U.S. National Rate","10.6","16.5","225","","12.1","No Different than U.S. National Rate","10.0","14.5","557","","10.5","No Different than U.S. National Rate","8.5","13.0","473","","22.0","No Different than U.S. National Rate","18.5","25.9","243","","26.9","No Different than U.S. National Rate","24.0","30.0","629","","18.6","No Different than U.S. National Rate","15.9","21.6","491",""
"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","","","NAPERVILLE","IL","60540","DUPAGE","6305273000","12.8","No Different than U.S. National Rate","10.3","15.9","263","","10.2","No Different than U.S. National Rate","8.5","12.3","685","","10.9","No Different than U.S. National Rate","9.3","12.7","837","","17.9","No Different than U.S. National Rate","14.9","21.3","271","","23.5","No Different than U.S. National Rate","21.1","26.2","846","","17.9","No Different than U.S. National Rate","15.8","20.3","908",""
"140233","SAINT ANTHONY MEDICAL CENTER","5666 EAST STATE STREET","","","ROCKFORD","IL","61108","WINNEBAGO","8152262000","18.9","Worse than U.S. National Rate","15.6","22.8","291","","12.9","No Different than U.S. National Rate","10.4","15.8","415","","11.9","No Different than U.S. National Rate","9.5","14.6","451","","20.0","No Different than U.S. National Rate","16.9","23.7","292","","24.2","No Different than U.S. National Rate","21.2","27.5","482","","18.5","No Different than U.S. National Rate","16.0","21.5","459",""
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","925 WEST ST","","","PERU","IL","61354","LA SALLE","8152233300","16.5","No Different than U.S. National Rate","12.7","20.6","40","","10.8","No Different than U.S. National Rate","8.2","14.0","203","","13.1","No Different than U.S. National Rate","10.4","16.2","279","","18.7","No Different than U.S. National Rate","14.8","23.4","25","","22.0","No Different than U.S. National Rate","18.2","26.6","217","","18.0","No Different than U.S. National Rate","14.8","21.6","283",""
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","","","ROCKFORD","IL","61103","WINNEBAGO","8159686861","13.5","No Different than U.S. National Rate","10.8","16.8","237","","13.5","No Different than U.S. National Rate","10.9","16.6","375","","11.6","No Different than U.S. National Rate","9.4","14.1","550","","19.2","No Different than U.S. National Rate","16.0","22.7","268","","26.2","No Different than U.S. National Rate","23.0","29.7","430","","18.9","No Different than U.S. National Rate","16.4","21.8","588",""
"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","","","MELROSE PARK","IL","60160","COOK","7089384000","15.3","No Different than U.S. National Rate","11.6","20.0","45","","11.9","No Different than U.S. National Rate","9.2","15.2","210","","11.8","No Different than U.S. National Rate","8.7","15.7","81","","20.2","No Different than U.S. National Rate","16.1","25.0","44","","25.8","No Different than U.S. National Rate","22.2","29.4","280","","17.1","No Different than U.S. National Rate","13.7","21.4","84",""
"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","","","WINFIELD","IL","60190","DUPAGE","6306821600","13.8","No Different than U.S. National Rate","11.1","17.3","228","","12.1","No Different than U.S. National Rate","10.3","14.2","743","","11.8","No Different than U.S. National Rate","9.6","14.3","492","","19.5","No Different than U.S. National Rate","16.0","23.4","233","","23.1","No Different than U.S. National Rate","20.8","25.7","893","","17.6","No Different than U.S. National Rate","15.0","20.7","523",""
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","","","HAZEL CREST","IL","60429","COOK","7087998000","16.4","No Different than U.S. National Rate","13.4","19.8","187","","9.5","No Different than U.S. National Rate","7.5","11.8","419","","9.6","Better than U.S. National Rate","7.7","11.8","384","","19.0","No Different than U.S. National Rate","15.9","22.7","158","","25.2","No Different than U.S. National Rate","22.3","28.1","552","","21.0","No Different than U.S. National Rate","18.2","24.1","412",""
"140251","OUR LADY OF THE RESURRECTION MED CTR","5645 W ADDISON","","","CHICAGO","IL","60634","COOK","7732827000","15.0","No Different than U.S. National Rate","12.4","18.1","257","","11.5","No Different than U.S. National Rate","9.3","14.0","519","","13.8","No Different than U.S. National Rate","11.2","16.9","339","","22.7","No Different than U.S. National Rate","19.3","26.1","242","","28.9","Worse than U.S. National Rate","25.6","32.0","630","","23.0","Worse than U.S. National Rate","19.3","26.5","317",""
"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","","","ARLINGTON HEIGHTS","IL","60005","COOK","8476181000","14.7","No Different than U.S. National Rate","12.7","16.9","640","","11.9","No Different than U.S. National Rate","10.5","13.6","1300","","12.8","No Different than U.S. National Rate","11.2","14.6","1023","","21.3","No Different than U.S. National Rate","18.7","24.0","615","","28.1","Worse than U.S. National Rate","25.8","30.2","1564","","21.1","Worse than U.S. National Rate","18.8","23.5","1018",""
"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","","","ELK GROVE VILLAGE","IL","60007","COOK","8474375500","11.5","Better than U.S. National Rate","9.3","14.4","304","","8.4","Better than U.S. National Rate","7.0","9.9","843","","9.6","Better than U.S. National Rate","8.0","11.3","762","","21.7","No Different than U.S. National Rate","18.5","25.0","327","","24.1","No Different than U.S. National Rate","21.9","26.4","1029","","20.4","No Different than U.S. National Rate","18.1","22.8","778",""
"140275","GENESIS MEDICAL CENTER ILLINI CAMPUS","801 ILLINI DRIVE","","","SILVIS","IL","61282","ROCK ISLAND","3097929363","15.7","No Different than U.S. National Rate","12.9","18.9","201","","12.0","No Different than U.S. National Rate","9.6","15.0","321","","12.7","No Different than U.S. National Rate","9.7","16.2","257","","17.9","No Different than U.S. National Rate","14.9","21.5","216","","26.8","No Different than U.S. National Rate","23.5","30.3","383","","20.8","No Different than U.S. National Rate","17.2","24.5","260",""
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","","","MAYWOOD","IL","60153","COOK","7082169000","13.8","No Different than U.S. National Rate","11.0","17.3","189","","8.6","Better than U.S. National Rate","6.8","10.8","528","","12.8","No Different than U.S. National Rate","10.3","15.7","318","","21.4","No Different than U.S. National Rate","18.2","24.9","224","","24.7","No Different than U.S. National Rate","22.1","27.2","781","","22.0","Worse than U.S. National Rate","18.9","25.2","371",""
"140280","TRINITY ROCK ISLAND","2701 17TH ST","","","ROCK ISLAND","IL","61201","ROCK ISLAND","3097795000","12.6","Better than U.S. National Rate","10.6","15.1","535","","11.3","No Different than U.S. National Rate","9.4","13.6","615","","13.1","No Different than U.S. National Rate","11.1","15.5","659","","20.0","No Different than U.S. National Rate","17.5","22.8","617","","24.1","No Different than U.S. National Rate","21.6","26.6","760","","16.4","No Different than U.S. National Rate","14.2","19.1","687",""
"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","","","CHICAGO","IL","60611","COOK","3129262000","11.9","Better than U.S. National Rate","9.6","14.8","295","","8.8","Better than U.S. National Rate","7.2","10.7","789","","11.2","No Different than U.S. National Rate","9.3","13.4","571","","19.8","No Different than U.S. National Rate","16.9","23.1","319","","28.6","Worse than U.S. National Rate","25.9","31.2","1008","","22.2","Worse than U.S. National Rate","19.4","24.8","641",""
"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","","","DEKALB","IL","60115","DEKALB","8157561521","15.9","No Different than U.S. National Rate","12.5","20.0","94","","12.0","No Different than U.S. National Rate","9.5","14.9","308","","13.2","No Different than U.S. National Rate","10.9","16.1","422","","18.3","No Different than U.S. National Rate","14.7","22.8","68","","25.7","No Different than U.S. National Rate","22.2","29.6","350","","17.1","No Different than U.S. National Rate","14.4","20.3","444",""
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","","","DOWNERS GROVE","IL","60515","DUPAGE","6302755900","16.6","No Different than U.S. National Rate","13.8","19.8","295","","9.5","Better than U.S. National Rate","7.9","11.3","716","","11.3","No Different than U.S. National Rate","9.5","13.2","748","","20.8","No Different than U.S. National Rate","17.6","24.1","303","","23.5","No Different than U.S. National Rate","21.0","26.3","849","","17.8","No Different than U.S. National Rate","15.7","20.2","794",""
"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","","","MARYVILLE","IL","62062","MADISON","6182885711","15.3","No Different than U.S. National Rate","12.4","18.7","199","","13.2","No Different than U.S. National Rate","10.6","16.1","316","","14.1","No Different than U.S. National Rate","11.6","17.0","394","","21.1","No Different than U.S. National Rate","17.5","25.1","162","","23.9","No Different than U.S. National Rate","20.5","27.3","371","","18.0","No Different than U.S. National Rate","15.3","21.3","413",""
"140290","ST ALEXIUS MEDICAL CENTER","1555 N BARRINGTON RD","","","HOFFMAN ESTATES","IL","60194","COOK","8478432000","13.8","No Different than U.S. National Rate","11.3","16.7","243","","7.7","Better than U.S. National Rate","6.2","9.3","550","","9.5","Better than U.S. National Rate","7.9","11.5","601","","20.8","No Different than U.S. National Rate","17.6","24.5","209","","24.6","No Different than U.S. National Rate","22.0","27.4","647","","20.9","No Different than U.S. National Rate","18.3","23.5","631",""
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","","","BARRINGTON","IL","60010","LAKE","8473819600","13.0","No Different than U.S. National Rate","10.6","16.0","288","","10.4","No Different than U.S. National Rate","8.7","12.6","548","","13.5","No Different than U.S. National Rate","11.1","16.4","413","","21.7","No Different than U.S. National Rate","18.1","25.4","287","","24.3","No Different than U.S. National Rate","21.7","27.2","661","","17.6","No Different than U.S. National Rate","15.1","20.4","444",""
"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","","","GLENDALE HEIGHTS","IL","60139","DUPAGE","6305456160","14.1","No Different than U.S. National Rate","10.8","17.9","51","","12.3","No Different than U.S. National Rate","9.5","15.7","115","","11.2","No Different than U.S. National Rate","8.2","14.9","86","","19.9","No Different than U.S. National Rate","15.7","24.5","41","","25.7","No Different than U.S. National Rate","21.5","30.2","125","","19.8","No Different than U.S. National Rate","15.9","24.1","83",""
"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","","","MOUNT VERNON","IL","62864","JEFFERSON","6182445500","Not Available","Number of Cases Too Small","Not Available","Not Available","18","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","10.6","No Different than U.S. National Rate","7.7","14.2","79","","9.8","No Different than U.S. National Rate","7.2","13.3","163","","Not Available","Number of Cases Too Small","Not Available","Not Available","14","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","25.3","No Different than U.S. National Rate","20.9","30.3","90","","21.7","No Different than U.S. National Rate","18.0","25.9","174",""
"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","","","CHICAGO","IL","60615","COOK","3125722000","Not Available","Number of Cases Too Small","Not Available","Not Available","13","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","10.3","No Different than U.S. National Rate","7.2","14.5","80","","11.2","No Different than U.S. National Rate","7.9","15.9","59","","Not Available","Number of Cases Too Small","Not Available","Not Available","6","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","26.9","No Different than U.S. National Rate","22.3","32.1","112","","18.2","No Different than U.S. National Rate","14.2","22.7","68",""
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","","","BOLINGBROOK","IL","60440","WILL","6302268100","14.4","No Different than U.S. National Rate","11.0","18.3","91","","11.5","No Different than U.S. National Rate","9.1","14.5","201","","12.2","No Different than U.S. National Rate","9.4","15.7","163","","20.9","No Different than U.S. National Rate","17.0","25.3","74","","26.7","No Different than U.S. National Rate","23.1","30.6","227","","20.9","No Different than U.S. National Rate","17.3","24.9","174",""
"14034F","NORTH CHICAGO VA MEDICAL CENTER","3001 GREENBAY ROAD","","","NORTH CHICAGO                 ","IL","60064","LAKE","8476881900","15.2","No Different than U.S. National Rate","11.2","20.2","26","","11.0","No Different than U.S. National Rate","8.0","14.9","101","","14.8","No Different than U.S. National Rate","11.0","19.6","103","","Not Available","Number of Cases Too Small","Not Available","Not Available","15","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","27.2","No Different than U.S. National Rate","22.9","31.9","122","","19.5","No Different than U.S. National Rate","15.8","23.8","112",""
"141300","THOMAS H BOYD MEMORIAL HOSPITAL","800 SCHOOL ST","","","CARROLLTON","IL","62016","GREENE","2179426946","Not Available","Number of Cases Too Small","Not Available","Not Available","7","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","12.6","No Different than U.S. National Rate","8.9","17.6","39","","12.5","No Different than U.S. National Rate","9.1","16.8","91","","Not Available","Number of Cases Too Small","Not Available","Not Available","4","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","25.3","No Different than U.S. National Rate","20.5","31.1","51","","20.3","No Different than U.S. National Rate","16.1","25.1","99",""
"141301","JOHN & MARY KIRBY HOSPITAL","1111 N STATE ST","","","MONTICELLO","IL","61856","PIATT","2177622115","Not Available","Number of Cases Too Small","Not Available","Not Available","2","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","20","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","11.1","No Different than U.S. National Rate","8.1","15.5","105","","Not Available","Number of Cases Too Small","Not Available","Not Available","1","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","24","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","15.2","No Different than U.S. National Rate","11.8","19.5","111",""
"141302","MIDWEST MEDICAL CENTER","ONE MEDICAL CENTER DRIVE","","","GALENA","IL","61036","JO DAVIESS","8157771340","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","13","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Number of Cases Too Small","Not Available","Not Available","23","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","Not Available","Not Available","Not Available","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","20","number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing","18.6","No Different than U.S. National Rate","14.2","24.6","27",""
