"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County","Phone Number","Hospital Type","Hospital Ownership","Emergency Services"
"110113","BURKE MEDICAL CENTER","351 LIBERTY ST","","","WAYNESBORO","GA","30830","BURKE","7065544435","Acute Care Hospitals","Proprietary","Yes"
"110115","ATLANTA MEDICAL CENTER","303 PARKWAY DR NE","","","ATLANTA","GA","30312","FULTON","4042654000","Acute Care Hospitals","Proprietary","Yes"
"110121","GRADY GENERAL HOSPITAL","1155 5TH STREET, SE","","","CAIRO","GA","39828","GRADY","2293770251","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","","","VALDOSTA","GA","31603","LOWNDES","2293331020","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110124","WAYNE MEMORIAL HOSPITAL","865 SOUTH FIRST STREET","","","JESUP","GA","31545","WAYNE","9125303302","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","","","DUBLIN","GA","31021","LAURENS","4782743100","Acute Care Hospitals","Proprietary","Yes"
"110128","MEADOWS REGIONAL MEDICAL CENTER","ONE MEADOWS PARKWAY","","","VIDALIA","GA","30474","TOOMBS","9125355828","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110129","ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY","","","COLUMBUS","GA","31995","MUSCOGEE","7065964020","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110130","IRWIN COUNTY HOSPITAL","710 N IRWIN AVENUE","","","OCILLA","GA","31774","IRWIN","2294683845","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110132","MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET","","","BAINBRIDGE","GA","39819","DECATUR","2292463500","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110135","TAYLOR REGIONAL HOSPITAL","1297 MACON HIGHWAY","","","HAWKINSVILLE","GA","31036","PULASKI","4787830200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110142","EVANS MEMORIAL HOSPITAL","200 N RIVER STREET","","","CLAXTON","GA","30417","EVANS","9127395105","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110143","WELLSTAR COBB HOSPITAL","3950 AUSTELL RD","","","AUSTELL","GA","30106","COBB","7707324000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","","","SAINT MARYS","GA","31558","CAMDEN","9125766401","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110150","OCONEE REGIONAL MEDICAL CENTER","821 N COBB STREET  POST OFFICE BOX 690","","","MILLEDGEVILLE","GA","31061","BALDWIN","4784543550","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110153","PERRY HOSPITAL","1120 MORNINGSIDE DR","","","PERRY","GA","31069","HOUSTON","4789873600","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110161","NORTHSIDE HOSPITAL","1000 JOHNSON FERRY ROAD, NE","","","ATLANTA","GA","30342","FULTON","4048518000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110163","PHOEBE NORTH","2000 PALMYRA RD BOX 1908","","","ALBANY","GA","31701","DOUGHERTY","2294342000","Acute Care Hospitals","Proprietary","Yes"
"110164","COLISEUM MEDICAL CENTER","350 HOSPITAL DRIVE","","","MACON","GA","31217","BIBB","4787654100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110165","SOUTHERN REGIONAL MEDICAL CENTER","11 UPPER RIVERDALE ROAD, SW","","","RIVERDALE","GA","30274","CLAYTON","7709918160","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110168","REDMOND REGIONAL MEDICAL CENTER","501 REDMOND ROAD","","","ROME","GA","30165","FLOYD","7068023012","Acute Care Hospitals","Proprietary","Yes"
"110177","DOCTORS HOSPITAL","3651 WHEELER ROAD","","","AUGUSTA","GA","30909","RICHMOND","7066516008","Acute Care Hospitals","Proprietary","Yes"
"110183","EMORY-ADVENTIST HOSPITAL","3949 SOUTH COBB DRIVE","","","SMYRNA","GA","30080","COBB","7704340710","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"110184","WELLSTAR DOUGLAS HOSPITAL","8954 HOSPITAL DRIVE","","","DOUGLASVILLE","GA","30134","DOUGLAS","7709491500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110186","DOCTORS HOSPITAL","616 19TH STREET","","","COLUMBUS","GA","31901","MUSCOGEE","7064944262","Acute Care Hospitals","Proprietary","Yes"
"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR","","","DAHLONEGA","GA","30533","LUMPKIN","7068646136","Acute Care Hospitals","Proprietary","Yes"
"110189","FANNIN REGIONAL HOSPITAL","2855 OLD HIGHWAY 5 NORTH","","","BLUE RIDGE","GA","30513","FANNIN","7066323711","Acute Care Hospitals","Proprietary","Yes"
"110190","FLINT RIVER HOSPITAL","509 SUMTER STREET, BOX 770","","","MONTEZUMA","GA","31063","MACON","4784723100","Acute Care Hospitals","Proprietary","Yes"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","","","STOCKBRIDGE","GA","30281","HENRY","6786041000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110192","EMORY EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","","","SNELLVILLE","GA","30078","GWINNETT","7707362498","Acute Care Hospitals","Proprietary","Yes"
"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","","","DONALSONVILLE","GA","39845","SEMINOLE","2295245217","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110198","NORTH FULTON REGIONAL HOSPITAL","3000 HOSPITAL BOULEVARD","","","ROSWELL","GA","30076","FULTON","7707512500","Acute Care Hospitals","Proprietary","Yes"
"110200","HUGHSTON HOSPITAL","100 FRIST COURT","","","COLUMBUS","GA","31909","MUSCOGEE","7064942100","Acute Care Hospitals","Proprietary","No"
"110201","COLISEUM NORTHSIDE HOSPITAL","400 CHARTER BOULEVARD","","","MACON","GA","31210","BIBB","4787575990","Acute Care Hospitals","Proprietary","Yes"
"110203","WESLEY WOODS GERIATRIC HOSPITAL","1821 CLIFTON ROAD, NE","","","ATLANTA","GA","30329","DEKALB","4047286250","Acute Care Hospitals","Voluntary non-profit - Private","No"
"110205","NORTH GEORGIA MEDICAL CENTER","1362 SOUTH MAIN STREET","","","ELLIJAY","GA","30540","GILMER","7062764741","Acute Care Hospitals","Proprietary","Yes"
"110209","TURNING POINT HOSPITAL","3015 VETERANS PARKWAY","","","MOULTRIE","GA","31788","COLQUITT","2299854815","Acute Care Hospitals","Proprietary","No"
"110212","SMITH NORTHVIEW HOSPITAL","4280 NORTH VALDOSTA ROAD","","","VALDOSTA","GA","31602","LOWNDES","2296712002","Acute Care Hospitals","Proprietary","Not Available"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","","","FAYETTEVILLE","GA","30214","FAYETTE","7707197071","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110219","SOUTH FULTON MEDICAL CENTER","1170 CLEVELAND AVENUE","","","EAST POINT","GA","30344","FULTON","4043053550","Acute Care Hospitals","Proprietary","No"
"110225","PIEDMONT MOUNTAINSIDE HOSPITAL INC","1266 HIGHWAY 515 SOUTH","","","JASPER","GA","30143","PICKENS","7063015269","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110226","DEKALB MEDICAL CENTER AT HILLANDALE","2801 DEKALB MEDICAL PARKWAY","","","LITHONIA","GA","30058","DEKALB","4045018040","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD","","","NEWNAN","GA","30265","COWETA","7703044081","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110230","EMORY JOHNS CREEK HOSPITAL","6325 HOSPITAL PARKWAY","","","JOHNS CREEK","GA","30097","CHATTOOGA","6784747000","Acute Care Hospitals","Proprietary","Yes"
"11029F","DECATUR (ATLANTA) VA MEDICAL CENTER","1670 CLAIRMONT ROAD","","","DECATUR                       ","GA","30033","DEKALB","4043216111","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"11030F","AUGUSTA VA MEDICAL CENTER","950 15TH STREET","","","AUGUSTA                       ","GA","30901","RICHMOND","7068232201","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"11031F","DUBLIN VA MEDICAL CENTER","1826 VETERANS BOULEVARD","","","DUBLIN                        ","GA","31021","LAURENS","4782772701","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"111300","SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER","361 RANDOLPH STREET","","","CUTHBERT                      ","GA","39840","RANDOLPH","2297322181","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111302","BLECKLEY MEMORIAL HOSPITAL","145 EAST PEACOCK STREET","","","COCHRAN","GA","31014","BLECKLEY","4789346211","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111303","JASPER MEMORIAL HOSPITAL","898 COLLEGE STREET","","","MONTICELLO","GA","31064","JASPER","7064686411","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"111304","MORGAN MEMORIAL HOSPITAL","1077 SOUTH MAIN STREET","","","MADISON                       ","GA","30650","MORGAN","7063421667","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111305","MILLER COUNTY HOSPITAL","209 N CUTHBERT STREET","","","COLQUITT                      ","GA","39837","MILLER","2297584231","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111306","EFFINGHAM COUNTY HOSPITAL","459 GA HIGHWAY 119 SOUTH","","","SPRINGFIELD","GA","31329","EFFINGHAM","9127540160","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111308","CLINCH MEMORIAL HOSPITAL","1050 VALDOSTA HIGHWAY","","","HOMERVILLE","GA","31634","CLINCH","9124875211","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111310","PEACH REGIONAL MEDICAL CENTER","701 BLUE BIRD BOULEVARD, P0 BOX 1799","","","FORT VALLEY","GA","31030","PEACH","4788258691","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111311","JENKINS COUNTY HOSPITAL","931 EAST WINTHROPE AVENUE","","","MILLEN                        ","GA","30442","JENKINS","4784784221","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111312","SCREVEN COUNTY HOSPITAL","215 MIMS ROAD","","","SYLVANIA                      ","GA","30467","SCREVEN","9125647426","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111313","PUTNAM GENERAL HOSPITAL","101 LAKE OCONEE PARKWAY","","","EATONTON","GA","31024","PUTNAM","7064852711","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111314","PIONEER COMMUNITY HOSPITAL OF EARLY","11740 COLUMBIA STREET","","","BLAKELY","GA","39823","EARLY","2297234241","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"111315","CHARLTON MEMORIAL HOSPITAL","2449 THIRD STREET","","","FOLKSTON","GA","31537","CHARLTON","9124962531","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111316","WARM SPRINGS MEDICAL CENTER","5995 SPRING STREET","","","WARM SPRINGS                  ","GA","31830","MERIWETHER","7066559202","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"111318","MONROE COUNTY HOSPITAL","88 MARTIN LUTHER KING JR DRIVE","","","FORSYTH","GA","31029","MONROE","4789942521","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111319","SYLVAN GROVE HOSPITAL","1050 MCDONOUGH ROAD","","","JACKSON","GA","30233","BUTTS","7707757861","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111320","HIGGINS GENERAL HOSPITAL","200 ALLEN MEMORIAL DRIVE","","","BREMEN","GA","30110","HARALSON","7708242210","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111321","LOWER OCONEE COMMUNITY HOSPITAL, INC","111 N THIRD STREET","","","GLENWOOD                      ","GA","30428","WHEELER","9125235113","Critical Access Hospitals","Proprietary","Yes"
"111322","STEWART WEBSTER HOSPITAL","580 ALSTON STREET","","","RICHLAND                      ","GA","31825","STEWART","2298873366","Critical Access Hospitals","Proprietary","Yes"
"111323","DOCTORS HOSPITAL OF TATTNALL, THE","247 S MAIN STREET","","","REIDSVILLE                    ","GA","30453","TATTNALL","9125571000","Critical Access Hospitals","Proprietary","Yes"
"111324","CHATUGE REGIONAL HOSPITAL","110 EAST MAIN STREET","","","HIAWASSEE","GA","30546","TOWNS","7068962222","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"111325","WILLS MEMORIAL HOSPITAL","120 GORDON STREET","","","WASHINGTON","GA","30673","WILKES","7066789212","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111326","LOUIS SMITH MEMORIAL HOSPITAL","116 WEST THIGPEN AVENUE","","","LAKELAND","GA","31635","LANIER","2294828402","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"111327","BACON COUNTY HOSPITAL","302 SOUTH WAYNE STREET","","","ALMA","GA","31510","BACON","9126328961","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"111328","PHOEBE WORTH MEDICAL CENTER","807 SOUTH ISABELLA STREET","","","SYLVESTER","GA","31791","WORTH","2297773851","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"111329","GOOD SAMARITAN HOSPITAL, INC","1201 SILOAM ROAD","","","GREENSBORO","GA","30642","GREENE","7064537331","Critical Access Hospitals","Proprietary","Yes"
"111330","POLK MEDICAL CENTER","424 N MAIN STREET","","","CEDARTOWN","GA","30125","POLK","7707482500","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111331","MITCHELL COUNTY HOSPITAL","90 STEPHENS STREET","","","CAMILLA","GA","31730","MITCHELL","2293365284","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"111332","BROOKS COUNTY HOSPITAL","903 N COURT ST","","","QUITMAN","GA","31643","BROOKS","9122636309","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"111333","JEFF DAVIS HOSPITAL","163 SOUTH TALLAHASSEE STREET, P O BOX 1690","","","HAZLEHURST                    ","GA","31539","JEFF DAVIS","9123757781","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111334","CANDLER COUNTY HOSPITAL","400 CEDAR STREET","","","METTER","GA","30439","CANDLER","9126855741","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"111335","LIBERTY REGIONAL MEDICAL CENTER","462 E G MILES PARKWAY","","","HINESVILLE","GA","31310","LIBERTY","9123699438","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"120001","THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL ST","","","HONOLULU","HI","96813","HONOLULU","8085389011","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"120002","MAUI MEMORIAL MEDICAL CENTER","221 MAHALANI STREET","","","WAILUKU","HI","96793","MAUI","8084425101","Acute Care Hospitals","Government - State","Yes"
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","","","WAHIAWA","HI","96786","HONOLULU","8086218411","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"120005","HILO MEDICAL CENTER","1190 WAIANUENUE AVENUE","","","HILO","HI","96720","HAWAII","8089744700","Acute Care Hospitals","Government - State","Yes"
"120006","CASTLE MEDICAL CENTER","640 ULUKAHIKI ST","","","KAILUA","HI","96734","HONOLULU","8082635500","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","","","HONOLULU","HI","96817","HONOLULU","8085362236","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"120010","HAWAII MEDICAL CENTER EAST","2230 LILIHA STREET","","","HONOLULU","HI","96817","HONOLULU","8085476011","Acute Care Hospitals","Proprietary","Yes"
"120011","KAISER FOUNDATION HOSPITAL","3288 MOANALUA RD","","","HONOLULU","HI","96819","HONOLULU","8084320000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","","","LIHUE","HI","96766","KAUAI","8082451103","Acute Care Hospitals","Government - Federal","Yes"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","","","KEALAKEKUA","HI","96750","HAWAII","8083229311","Acute Care Hospitals","Government - State","Yes"
"120022","STRAUB CLINIC AND HOSPITAL","888 SO KING STREET","","","HONOLULU","HI","96813","HONOLULU","8085224000","Acute Care Hospitals","Proprietary","Yes"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","","","AIEA","HI","96701","HONOLULU","8084866000","Acute Care Hospitals","Proprietary","Yes"
"120027","HAWAII MEDICAL CENTER WEST","91-2141 FORT WEAVER ROAD","","","EWA BEACH","HI","96706","HONOLULU","8086787000","Acute Care Hospitals","Proprietary","Yes"
"120028","NORTH HAWAII COMMUNITY HOSPITAL","67 1125 MAMALAHOA HIGHWAY","","","KAMUELA","HI","96743","HAWAII","8088854444","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"121300","KAUAI VETERANS MEMORIAL HOSPITAL","4643 WAIMEA CANYON DRIVE","","","WAIMEA","HI","96796","KAUAI","8083389248","Critical Access Hospitals","Government - State","Yes"
"121303","MOLOKAI GENERAL HOSPITAL","280 HOME OLU PLACE","","","KAUNAKAKAI","HI","96748","MAUI","8085535331","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"121304","KAHUKU MEDICAL CENTER","56-117 PUALALEA STREET","","","KAHUKU","HI","96731","HONOLULU","8082939221","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"121306","SAMUEL MAHELONA MEMORIAL HOSPITAL","4800 KAWAIHAU ROAD","","","KAPAA","HI","96746","KAUAI","8088224961","Critical Access Hospitals","Government - State","No"
"121308","KULA HOSPITAL","100 KOKEA PLACE","","","KULA","HI","96790","MAUI","8088781221","Critical Access Hospitals","Government - State","Yes"
"130002","ST LUKES MAGIC VALLEY RMC","801 POLE LINE ROAD WEST","","","TWIN FALLS","ID","83301","TWIN FALLS","2087372103","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"130003","ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET","","","LEWISTON","ID","83501","NEZ PERCE","2087432511","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"130006","ST LUKES REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET","","","BOISE","ID","83712","ADA","2083812222","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD","","","BOISE","ID","83706","ADA","2083672121","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1512 TWELFTH AVENUE ROAD","","","NAMPA","ID","83686","CANYON","2084635000","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"130014","WEST VALLEY MEDICAL CENTER","1717 ARLINGTON STREET","","","CALDWELL","ID","83605","CANYON","2084594641","Acute Care Hospitals","Proprietary","Yes"
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","","","IDAHO FALLS","ID","83404","BONNEVILLE","2085296210","Acute Care Hospitals","Proprietary","Yes"
"130025","MADISON MEMORIAL HOSPITAL","450 EAST MAIN STREET","","","REXBURG","ID","83440","MADISON","2083596488","Acute Care Hospitals","Government - Local","Yes"
"130028","PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY","","","POCATELLO","ID","83201","BANNOCK","2082391000","Acute Care Hospitals","Proprietary","Yes"
